"Statistic","University League Table "
"Variable","Rank,Institution,Entry Standards,Student Satisfaction,Research Quality,Research Intensity,Graduate prospects outcomes,Graduate prospects on track,Student-Staff Ratio,Academic Services Spend,Facilities Spend,Continuation,Overall Score"
"Note","For latest league table please refer to https://www.thecompleteuniversityguide.co.uk/league-tables/rankings. © 2024 Complete University Guide Limited. All rights reserved."
""
"Rank","Institution","Entry Standards","Student Satisfaction","Research Quality","Research Intensity","Graduate prospects outcomes","Graduate prospects on track","Student-Staff Ratio","Academic Services Spend","Facilities Spend","Continuation","Overall Score"
"1","University of Cambridge","209","","3.53","1.00","93.1","83.5","11.6","2917","1181","99.3","1000"
"2","University of Oxford","205","","3.49","0.95","91.9","81.0","10.3","2726","600","97.9","965"
"3","London School of Economics and Political Science, University of London","195","3.07","3.53","0.65","91.4","83.0","12.8","1916","738","99.1","946"
"4","University of St Andrews","212","3.31","3.31","0.71","89.6","84.5","11.9","2949","787","97.6","938"
"5","Imperial College London","206","3.15","3.63","0.80","94.2","86.2","11.9","3325","619","95.0","897"
"6","Loughborough University","160","3.19","3.30","0.71","86.8","79.7","14.1","1952","1595","96.9","889"
"7","Durham University","185","3.06","3.34","0.70","89.2","80.7","13.5","2605","1038","97.5","887"
"8","University of Bath","181","3.14","3.31","0.73","90.6","82.0","15.3","2042","996","97.7","876"
"9","UCL (University College London)","190","3.05","3.50","0.72","88.4","81.0","10.9","2262","440","97.2","859"
"10","University of Warwick","173","3.17","3.42","0.59","87.6","80.0","13.9","1867","955","96.1","844"
"10","Lancaster University","153","3.15","3.37","0.80","81.5","80.7","14.0","2397","1013","97.1","844"
"12","University of Surrey","143","3.20","3.29","0.62","84.8","82.0","14.4","2325","799","93.8","808"
"13","University of Birmingham","158","2.99","3.43","0.63","85.9","80.9","14.6","1667","1734","96.1","804"
"14","University of Exeter","164","3.07","3.35","0.69","85.1","78.2","16.0","1782","1144","97.0","801"
"15","The University of Edinburgh","197","2.95","3.42","0.76","83.3","79.3","12.3","1410","716","97.5","798"
"16","University of Bristol","174","3.01","3.51","0.67","85.4","78.1","13.9","1786","856","97.4","795"
"17","University of York","157","3.06","3.45","0.65","83.3","80.0","14.2","1304","870","96.6","788"
"18","University of Sheffield","157","3.12","3.40","0.66","84.5","78.1","14.4","2135","610","96.7","781"
"19","University of Liverpool","147","3.07","3.34","0.61","83.8","78.5","13.6","2418","927","96.7","779"
"20","University of Southampton","156","3.02","3.41","0.71","84.4","77.1","14.0","1946","756","96.9","777"
"21","University of East Anglia UEA","139","3.03","3.38","0.56","82.5","78.7","13.4","2046","1207","94.7","773"
"22","University of Manchester","167","2.95","3.47","0.66","85.7","77.9","13.9","2224","567","96.5","772"
"23","University of Leeds","162","2.96","3.35","0.65","84.9","79.2","14.4","2934","420","96.2","768"
"24","King's College London, University of London","171","2.97","3.46","0.69","86.9","79.7","14.0","2254","917","95.0","763"
"25","Queen's University Belfast","156","3.07","3.27","0.70","88.7","82.1","15.4","1533","736","95.5","759"
"26","Newcastle University","151","3.01","3.29","0.70","83.3","80.2","14.3","2276","679","96.4","753"
"27","Cardiff University","153","2.96","3.36","0.59","86.4","79.9","13.9","1846","914","96.2","752"
"28","University of Glasgow","209","3.04","3.43","0.57","83.2","76.9","14.4","1804","591","96.5","750"
"29","University of the Arts London","150","3.00","3.18","0.14","66.6","71.5","11.5","3094","351","93.9","746"
"30","University of Nottingham","154","3.04","3.34","0.68","86.3","78.2","15.7","1963","790","96.3","741"
"30","University of Essex","126","3.10","3.23","0.65","73.8","73.1","14.6","2969","1615","90.0","741"
"32","University of Strathclyde","210","3.11","3.29","0.65","85.7","81.2","18.8","1608","534","95.2","734"
"33","Harper Adams University","134","3.09","2.61","0.25","77.3","84.1","13.8","1894","2226","95.5","731"
"34","Northumbria University, Newcastle","142","3.06","3.06","0.68","79.4","78.2","15.5","1895","655","89.8","720"
"35","University of Reading","131","3.08","3.24","0.63","80.8","76.8","15.8","2152","681","94.4","716"
"36","University of Leicester","132","3.08","3.30","0.63","81.4","75.8","14.4","2410","652","94.7","711"
"37","Swansea University","136","3.06","3.20","0.47","82.0","78.0","15.9","1563","815","94.7","706"
"38","Royal Holloway, University of London","139","3.02","3.30","0.70","78.7","71.5","15.9","1727","770","95.1","704"
"39","Aston University, Birmingham","134","3.08","3.06","0.52","85.3","80.2","17.0","1619","609","96.8","703"
"39","City, University of London","139","3.05","3.25","0.56","80.0","76.7","18.2","1944","599","94.4","703"
"41","University of Aberdeen","185","3.19","3.03","0.73","80.3","75.5","15.1","1961","754","96.1","700"
"42","Ulster University","134","3.18","3.20","0.55","80.7","81.3","18.3","2007","802","89.0","696"
"42","Aberystwyth University","130","3.23","3.00","0.69","72.1","72.2","14.9","2650","624","94.2","696"
"42","Heriot-Watt University","176","2.94","3.22","0.67","82.2","77.5","18.4","2389","1478","92.7","696"
"45","Nottingham Trent University","127","3.13","3.10","0.20","74.5","74.4","15.1","1491","736","95.3","691"
"46","Oxford Brookes University","118","3.07","2.87","0.39","78.9","78.5","13.0","1334","688","93.7","689"
"47","University of Sussex","133","3.03","3.29","0.69","75.9","74.4","17.8","1500","822","95.4","683"
"48","University of Lincoln","127","3.10","2.98","0.39","73.6","71.8","15.1","1497","981","94.6","676"
"49","University of Portsmouth","128","3.12","3.00","0.41","74.1","74.1","15.8","1948","854","93.0","671"
"50","Queen Mary University of London","151","2.97","3.39","0.61","78.9","73.0","15.6","1980","671","95.0","662"
"51","University of Dundee","180","3.03","3.23","0.41","82.0","78.2","15.4","1883","619","94.0","659"
"52","University of Kent","127","3.04","3.26","0.67","73.4","72.0","16.5","1478","741","94.1","657"
"53","University of Stirling","177","3.00","3.11","0.67","74.2","73.4","19.2","1255","936","94.4","656"
"54","Edge Hill University","135","3.04","2.67","0.32","75.7","78.7","15.1","1398","936","91.9","655"
"55","Bournemouth University","119","3.01","2.77","0.66","78.4","77.1","18.3","1638","836","92.2","654"
"56","University of Chester","129","3.05","2.50","0.48","73.9","76.1","15.1","2187","778","93.4","653"
"56","Manchester Metropolitan University","134","3.10","3.11","0.36","73.9","73.9","18.0","2436","741","91.8","653"
"58","University of Suffolk","113","3.04","2.69","0.12","84.9","83.4","13.1","3018","1043","84.2","651"
"58","University of West London","118","3.26","2.67","0.13","68.9","73.7","12.9","1899","877","89.8","651"
"60","Goldsmiths, University of London","127","2.94","3.11","0.64","70.5","70.6","13.4","2391","962","88.9","647"
"61","Keele University","131","3.05","3.07","0.52","79.7","78.2","15.1","1489","617","94.3","641"
"62","Cardiff Metropolitan University","132","3.05","2.83","0.28","75.8","81.5","18.9","1744","768","90.1","637"
"63","Sheffield Hallam University","121","2.98","2.93","0.28","78.0","75.8","17.1","2539","492","91.7","636"
"64","Falmouth University","132","3.11","3.17","0.20","62.4","68.5","14.3","1803","544","","633"
"65","University of Plymouth","137","3.05","3.01","0.45","81.3","78.2","16.7","1819","515","92.9","632"
"65","University of Huddersfield","129","3.07","2.80","0.47","73.7","74.9","14.6","1913","726","87.7","632"
"67","Coventry University","126","3.17","2.90","0.23","74.5","74.5","13.0","2504","663","83.2","628"
"68","Bangor University","129","2.99","3.23","0.46","73.8","73.7","17.1","1326","1006","93.8","627"
"69","St George's, University of London","149","2.90","3.23","0.38","92.4","85.8","14.2","2163","431","94.6","624"
"70","University of Brighton","122","3.01","3.05","0.40","76.2","76.1","17.0","2014","482","92.1","620"
"71","SOAS University of London","140","2.87","3.24","0.57","77.2","71.3","15.0","2394","544","92.2","616"
"72","St Mary's University, Twickenham","118","3.17","2.72","0.47","78.6","77.9","16.4","1052","810","89.2","613"
"73","University of Hull","127","3.15","3.10","0.37","76.8","76.6","16.5","1748","765","88.9","611"
"73","University of Salford","130","3.07","3.00","0.27","73.6","74.3","18.1","1847","767","91.8","611"
"75","Bristol, University of the West of England","128","3.04","2.96","0.25","76.8","74.9","16.8","1248","662","92.0","610"
"75","Glasgow Caledonian University","175","3.07","2.95","0.31","81.3","80.0","22.6","1787","203","93.4","610"
"75","Leeds Beckett University","124","3.09","2.68","0.36","70.8","73.8","17.5","1499","760","92.0","610"
"75","University of Sunderland","129","3.14","2.75","0.13","65.6","72.9","13.9","2108","621","86.6","610"
"79","University of Chichester","132","3.09","2.41","0.36","74.5","71.3","15.2","929","686","95.0","609"
"79","Brunel University London","125","3.01","2.88","0.75","73.8","72.6","18.2","2454","528","91.9","609"
"81","Liverpool John Moores University","132","3.08","2.82","0.45","75.7","74.1","18.1","1269","406","91.1","604"
"82","Norwich University of the Arts","132","3.08","2.96","0.13","64.1","64.5","15.3","2037","740","92.0","603"
"83","Liverpool Hope University","123","3.07","2.52","0.62","67.8","71.3","14.9","778","1183","91.2","601"
"84","University of Hertfordshire","119","3.13","3.02","0.32","72.0","74.2","17.6","1481","861","91.4","591"
"85","University for the Creative Arts","129","3.10","3.06","0.11","57.3","63.6","12.6","2728","266","89.4","587"
"86","Edinburgh Napier University","156","3.10","2.86","0.45","81.8","77.2","21.4","2072","335","91.4","586"
"87","University of Central Lancashire","129","3.12","2.81","0.30","73.2","73.2","15.6","1784","427","88.6","581"
"88","University of Worcester","127","3.02","2.32","0.34","79.6","77.5","17.2","1678","597","90.4","580"
"88","University of Gloucestershire","119","3.06","2.43","0.31","71.2","74.7","15.4","1535","446","91.6","580"
"88","Kingston University","128","3.08","2.89","0.39","71.6","71.2","18.1","1607","617","92.8","580"
"91","Robert Gordon University","152","3.20","2.54","0.17","81.3","80.9","19.2","1338","599","92.4","578"
"92","Birmingham City University","130","3.08","2.70","0.19","72.5","73.6","17.1","1468","510","91.4","577"
"93","University of Roehampton","106","3.04","3.11","0.44","66.0","70.3","17.9","2208","860","89.8","576"
"93","Arts University Bournemouth","145","3.02","2.63","0.20","56.4","69.0","14.4","1122","444","94.6","576"
"95","University of Derby","125","3.16","2.52","0.25","73.0","74.6","14.9","1371","341","87.6","574"
"95","University of South Wales","129","3.11","2.66","0.21","70.9","74.2","16.6","2155","150","89.0","574"
"97","Queen Margaret University, Edinburgh","165","3.00","2.59","0.37","76.0","77.8","20.6","1005","446","94.5","572"
"97","Staffordshire University","121","3.01","2.78","0.17","71.2","74.3","17.4","1447","584","90.1","572"
"99","Abertay University","160","3.22","2.66","0.64","75.4","74.9","22.8","1023","596","89.0","569"
"100","Teesside University, Middlesbrough","122","3.14","2.76","0.32","76.7","76.3","17.2","2052","502","85.7","566"
"101","York St John University","119","3.14","2.43","0.47","73.8","74.5","17.7","1692","509","91.4","564"
"102","Solent University (Southampton)","120","3.13","2.16","0.25","65.5","72.3","15.3","1688","610","90.1","559"
"103","University of Winchester","122","3.03","2.53","0.38","72.3","75.3","18.1","1267","507","92.3","553"
"104","Bath Spa University","121","3.04","2.71","0.46","66.3","68.8","19.6","1360","436","94.0","546"
"105","De Montfort University","113","3.02","2.69","0.39","71.3","73.5","18.3","1506","917","89.0","541"
"106","Buckinghamshire New University","109","3.23","2.25","0.13","67.2","72.4","16.7","2331","1081","85.5","540"
"106","University of Bradford","132","3.00","2.85","0.53","78.9","79.8","20.1","901","434","90.7","540"
"108","University of Bolton","120","3.17","1.89","0.20","72.4","72.2","15.1","1934","709","86.0","536"
"109","Canterbury Christ Church University","114","3.03","2.72","0.32","74.1","74.6","16.2","1888","648","87.2","535"
"110","University of Greenwich","122","3.08","2.86","0.51","73.2","73.8","20.9","1090","579","90.0","532"
"111","University of Wolverhampton","113","3.12","2.56","0.35","72.0","73.1","15.6","2509","366","85.8","531"
"111","Leeds Arts University","148","3.14","1.74","0.48","60.0","65.2","16.5","861","308","97.1","531"
"113","Middlesex University","113","3.13","2.78","0.45","72.4","71.8","15.8","2672","400","81.6","524"
"114","London South Bank University","115","3.03","2.78","0.23","70.5","73.1","17.1","2081","340","89.4","522"
"115","Plymouth Marjon University","120","3.24","2.49","0.29","72.9","76.1","16.9","638","90","87.2","517"
"116","Leeds Trinity University","113","3.01","2.11","0.37","72.5","77.7","18.1","1633","511","89.9","515"
"117","University of Wales Trinity Saint David","141","3.23","2.50","0.10","62.6","68.8","20.3","1440","505","87.8","508"
"118","University of Westminster, London","116","3.04","3.00","0.47","63.2","65.3","19.6","1655","593","89.9","500"
"119","Royal Agricultural University","125","2.79","2.33","0.53","64.7","75.8","21.3","2668","566","95.9","493"
"120","University of Northampton","115","3.04","2.22","0.24","69.4","75.5","17.4","1690","480","88.6","488"
"121","Anglia Ruskin University","113","3.01","2.81","0.24","67.7","73.7","18.8","1518","519","87.0","482"
"122","Bishop Grosseteste University","107","3.30","1.92","0.39","74.2","80.8","17.6","1325","820","87.2","481"
"123","University of Cumbria","121","2.90","2.30","0.25","71.6","77.1","18.1","1133","265","89.0","461"
"124","Birmingham Newman University","115","3.31","2.03","0.43","62.2","72.5","16.7","1682","359","87.3","459"
"125","University of East London","115","3.19","2.58","0.35","62.0","69.6","25.0","1009","644","90.6","449"
"126","University of Buckingham","130","2.99","","","84.3","75.0","16.4","1436","531","91.5","439"
"127","London Metropolitan University","100","3.20","2.63","0.20","63.7","67.7","19.3","2044","835","83.0","426"
"128","University of the West of Scotland","141","3.07","2.48","0.45","71.3","73.5","22.4","1709","381","85.1","422"
"129","University of Bedfordshire","112","3.06","2.71","0.23","65.9","70.4","22.7","1218","450","83.7","417"
"130","Wrexham University","115","3.26","2.19","0.32","60.5","71.0","22.4","1290","530","77.3","324"
